SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
GMRINFRA,EQ,19.2,20.45,18.8,19.3,19.45,19.25,64165663,1260525287.35,2017-06-28,32237,INE776C01039
GNA,EQ,229.0,236.0,227.15,231.2,231.75,230.95,35674,8269096.4,2017-06-28,1060,INE934S01014
GNFC,EQ,261.7,268.65,259.2,266.5,268.65,262.6,435920,114972196.75,2017-06-28,7933,INE113A01013
GOACARBON,EQ,229.9,254.55,225.6,250.15,254.55,231.45,1773362,431165539.35,2017-06-28,27038,INE426D01013
GOCLCORP,EQ,394.05,412.0,390.2,409.05,409.9,394.45,7264,2936507.85,2017-06-28,321,INE077F01035
GODFRYPHLP,EQ,1220.0,1257.95,1192.0,1222.95,1225.9,1219.4,202975,249567751.9,2017-06-28,9559,INE260B01028
GODREJCP,EQ,974.95,974.95,936.0,939.1,940.0,968.75,633717,600130554.7,2017-06-28,23563,INE102D01028
GODREJIND,EQ,624.0,624.0,609.4,618.2,616.95,619.3,345726,213321725.15,2017-06-28,9027,INE233A01035
GODREJPROP,EQ,512.65,518.0,506.0,509.25,508.1,515.0,174772,89231544.55,2017-06-28,13149,INE484J01027
GOENKA,BZ,0.35,0.45,0.35,0.4,0.4,0.4,6341,2851.25,2017-06-28,7,INE516K01024
GOKEX,EQ,82.15,83.45,81.4,81.55,81.5,82.55,60768,4997863.75,2017-06-28,408,INE887G01027
GOKUL,EQ,26.85,26.85,25.8,26.05,26.0,26.65,13290,348479.1,2017-06-28,66,INE020J01029
GOKULAGRO,EQ,28.5,30.3,27.5,28.05,28.0,28.25,24973,697576.85,2017-06-28,209,INE314T01025
GOLDBEES,EQ,2620.0,2620.0,2595.75,2599.2,2598.0,2607.55,12338,32086516.1,2017-06-28,1257,INF732E01102
GOLDENTOBC,BE,61.0,61.0,60.9,60.9,60.9,64.1,225,13719.5,2017-06-28,5,INE973A01010
GOLDIAM,EQ,81.0,82.5,80.75,82.45,82.5,81.3,4550,372938.4,2017-06-28,82,INE025B01017
GOLDINFRA,EQ,63.5,63.75,63.2,63.2,63.2,66.5,20623,1306234.3,2017-06-28,85,INE260D01016
